Address;Zipcode;Latitude;Longitude;Price;Date;Rooms;Bathrooms;Surface;Floor;Elevator;Air_Conditioner;Heater;Parking;Balcony;Terrace;Swimming_Pool
Calle de Orellana Centro;28004;40.426548;-3.6955342;458000;2022-11-23;2;1;60;8;0;1;1;0;0;1;0
Calle de Téllez Retiro;28007;40.40388;-3.6837974;620000;2022-11-23;3;2;104;0;1;1;1;0;0;0;1
Calle de Áncora Arganzuela;28045;40.40265;-3.6929076;410000;2023-06-14;4;2;108;6;1;0;0;0;0;0;0
Calle Pardo Bazán 51 Chamartín;28016;40.4531;-3.6690729;620000;2023-06-12;2;2;133;0;1;0;0;0;0;1;0
Calle de Los Urquiza Ciudad Lineal;28017;40.432446;-3.6449664;309900;2023-05-22;2;2;85;6;1;0;1;0;1;1;0
Calle de Verónica Centro;28014;40.411976;-3.6956525;295000;2023-06-14;2;1;70;6;0;0;1;0;1;0;0
Calle de Verónica Centro;28014;40.411903;-3.6948235;295000;2023-06-14;2;1;70;6;0;0;1;0;1;0;0
Cartagena Barrio de Salamanca;28028;40.435062;-3.6699085;495000;2023-06-11;1;1;84;9;1;0;1;0;0;1;0
Calle de Zabaleta 68 Chamartín;28002;40.44326;-3.6722074;370000;2023-06-14;3;2;107;0;0;0;1;0;0;0;0
Calle de Nicasio Gallego Chamberí;28010;40.429466;-3.7005677;350000;2023-06-13;2;1;89;1;1;1;1;0;0;0;0
Calle de Carlos Solé 56 Puente de Vallecas;28038;40.391922;-3.6494148;220000;2023-04-26;4;2;103;0;1;0;0;0;1;1;0
Cuevas de Almanzora Hortaleza;28033;40.47615;-3.6596484;220000;2023-05-15;2;1;72;0;0;1;1;0;0;0;0
De Canillejas a Vicálvaro San Blas;28022;40.432034;-3.6113527;260000;2023-06-13;3;2;97;11;1;1;1;0;0;0;0
Gran Via del Este Vicálvaro;28032;40.400085;-3.5986629;385000;2023-06-06;3;2;135;8;1;1;1;0;0;0;0
Avenida Pablo Iglesias Moncloa - Aravaca;28039;40.44815;-3.7092404;273000;2023-06-08;2;1;56;3;1;0;1;0;0;0;0
Calle Ganados del Salobral 6 Villaverde;28021;40.339287;-3.6758046;250000;2023-05-18;1;1;83;0;1;0;1;1;0;1;1
Calle de Ramón Gómez de la Serna Fuencarral - El Pardo;28035;40.482525;-3.7231245;431205;2023-05-15;4;2;144;5;1;1;1;0;0;1;0
Calle Pérez Herrera Chamartín;28002;40.447197;-3.6722193;315000;2023-06-12;2;2;87;3;1;1;1;0;0;0;0
Calle de Martín de Vargas Arganzuela;28005;40.403088;-3.7021704;675000;2023-06-12;4;3;164;11;1;1;1;0;0;0;0
Santa Engracia Chamberí;28010;40.431805;-3.697922;650000;2023-05-22;2;2;79;7;1;1;1;0;0;0;0
Calle de Navalmoral de la Mata Latina;28044;40.375404;-3.7770622;136500;2023-06-12;0;1;62;6;0;0;1;0;0;0;0
Calle del Lago Erie Vicálvaro;28032;40.404556;-3.6078947;154500;2023-06-12;3;1;68;9;0;1;1;0;1;1;0
Calle del Capitán de la Gandara 1 Carabanchel;28019;40.38849;-3.7291;119406;2023-06-12;2;1;58;3;1;0;1;0;0;1;0
Calle de Bujalance 3 Latina;28011;40.40954;-3.72686;179598;2023-06-12;3;1;71;3;1;0;1;0;1;1;0
De la Castellana Tetuán;28046;40.458603;-3.6915622;1399000;2023-06-09;4;3;223;10;1;1;1;0;0;0;0
Hortaleza Centro;28004;40.42189;-3.699926;789000;2023-06-09;3;3;107;6;1;1;1;0;0;0;0
Calle del Doctor Guíu Fuencarral - El Pardo;28035;40.47724;-3.7362278;1150000;2023-06-09;4;3;400;0;0;1;1;0;0;1;1
Paseo de la Castellana Tetuán;28046;40.450954;-3.6912203;950000;2023-06-09;3;3;127;6;1;1;1;0;1;0;0
Calle del Pez Centro;28004;40.423916;-3.7054117;859000;2023-06-09;3;3;115;9;0;1;1;0;0;0;0
Calle del Campo de la Paloma Puente de Vallecas;28018;40.383835;-3.6467404;156000;2023-06-04;2;1;58;3;0;1;0;0;0;0;0
Calle de Alcalá Barrio de Salamanca;28027;40.42301;-3.6794524;1800000;2023-06-09;3;4;154;9;1;1;0;0;0;0;0
Calle de Poza de la Sal Villa de Vallecas;28031;40.3789;-3.6048605;548000;2023-06-08;6;3;199;11;1;1;1;1;0;1;0
Almería Barrio de Salamanca;28028;40.43027;-3.663007;838000;2023-06-08;4;3;175;0;1;0;0;0;0;1;0
Calle Padre Amigo Carabanchel;28025;40.37767;-3.7396538;280000;2023-06-05;3;2;147;6;1;1;1;0;1;0;1
Calle Padre Amigo Carabanchel;28025;40.377693;-3.739627;280000;2023-06-08;3;2;147;6;1;1;1;0;1;0;1
Calle Padre Amigo Carabanchel;28025;40.37769;-3.7394266;280000;2023-05-13;3;2;147;6;1;1;1;0;1;0;1
Fernández de la Hoz Chamberí;28003;40.439938;-3.694738;545000;2023-05-21;2;1;104;11;1;1;0;0;0;0;0
Calle de Santurce Ciudad Lineal;28017;40.427246;-3.6351662;159500;2023-06-07;2;1;59;10;0;0;1;0;1;1;0
De Atocha Centro;28012;40.40681;-3.6963863;550000;2023-06-07;4;2;119;9;1;1;1;0;0;1;0
Calle de Poza de la Sal Villa de Vallecas;28031;40.378864;-3.6031363;320000;2023-05-17;3;2;111;10;1;0;1;0;0;1;0
Calle de Lagasca Barrio de Salamanca;28006;40.436623;-3.6841373;579000;2023-07-12;1;1;59;8;1;1;1;0;0;0;0
San Blas;28037;40.43295;-3.617193;738000;2023-05-29;4;3;225;8;1;1;1;1;0;0;1
León Centro;28014;40.415287;-3.6969655;829000;2023-06-05;3;3;102;8;0;1;1;0;0;1;0
Barrio de Salamanca;28009;40.428867;-3.669173;950000;2023-06-06;2;3;96;11;0;1;1;0;0;0;0
Calle de Dulce Chacón Hortaleza;28050;40.485493;-3.667554;243000;2023-06-06;1;1;54;6;1;1;0;1;1;0;1
Calle de Alcocer 28 Villaverde;28041;40.35015;-3.6982;204700;2023-06-06;3;2;105;7;1;0;0;0;0;1;0
Calle Timón 31 Barajas;28042;40.472687;-3.5866413;345000;2023-05-16;2;2;117;0;1;1;1;1;0;0;1
San Blas;28037;40.441563;-3.6166077;275000;2023-06-05;2;2;75;7;1;1;0;1;0;1;0
Calle de Rodríguez San Pedro 15 Chamberí;28015;40.4315;-3.7100716;399000;2023-04-11;3;1;75;0;0;1;1;0;1;0;0
Calle de Hernani 58 Tetuán;28020;40.447968;-3.6978462;355000;2023-04-19;2;1;74;0;1;0;0;0;0;1;0
Duque de Sesto Barrio de Salamanca;28009;40.422733;-3.6750565;1150000;2023-06-05;3;2;124;9;1;1;1;0;1;0;0
Calle de la Isla Sumatra Fuencarral - El Pardo;28034;40.495453;-3.6860244;295000;2023-06-05;3;2;100;3;0;0;1;0;0;0;0
Espíritu Santo Centro;28004;40.425766;-3.7065017;959000;2023-06-05;3;3;112;7;1;1;1;0;0;1;0
San Jerónimo Centro;28014;40.416428;-3.7013688;829000;2023-06-05;2;2;84;9;1;1;1;0;0;1;0
Calle de Embajadores 178 Arganzuela;28045;40.39462;-3.69573;347510;2023-05-29;2;2;89;8;1;0;1;0;1;0;0
Calle de Ernest Hemingway 8 Carabanchel;28019;40.390556;-3.7168207;213000;2023-05-02;2;1;50;0;1;0;1;1;0;0;0
Calle de Fernando el Católico Chamberí;28015;40.434246;-3.7152855;685000;2023-05-08;4;3;137;7;1;0;0;1;0;1;0
Calle de Sequillo Ciudad Lineal;28017;40.430122;-3.6370888;220000;2023-05-16;3;1;60;8;1;1;1;0;0;1;0
De Santa Saturnina Carabanchel;28019;40.398754;-3.718501;475000;2023-06-01;3;2;93;7;1;1;1;0;0;0;0
Moncloa - Aravaca;28023;40.464844;-3.7886374;1380000;2023-07-11;5;4;289;6;1;1;1;1;0;1;1
Calle Galera 11 Barajas;28042;40.453987;-3.5897539;350000;2023-05-31;3;1;94;0;0;1;1;0;0;0;0
Paseo del Molino 8g Arganzuela;28045;40.38955;-3.6927135;515000;2023-05-31;3;2;118;0;1;1;0;0;1;0;1
Calle Julián del Cerro 6 Puente de Vallecas;28000;40.40425;-3.66214;260000;2022-09-21;2;2;63;7;1;0;1;1;0;0;0
Calle Julián del Cerro 6 Puente de Vallecas;28000;40.40425;-3.66214;245000;2022-09-21;2;2;63;6;1;0;1;1;0;0;0
Calle Julián del Cerro 6 Puente de Vallecas;28000;40.40425;-3.66214;198000;2022-09-21;1;1;43;6;1;0;1;1;0;0;0
Calle de Alcalá Barrio de Salamanca;28028;40.428272;-3.6676898;990000;2023-07-10;6;3;224;8;1;1;1;0;0;1;0
Calle del Puerto de Lumbreras 32 Villa de Vallecas;28031;40.38172;-3.61962;120000;2023-02-06;3;1;58;0;0;1;1;0;0;1;0
Arturo Soria Ciudad Lineal;28033;40.475883;-3.6681397;1080000;2023-05-30;4;3;209;21;1;1;1;0;0;0;1
Barrio de Salamanca;28001;40.422794;-3.686243;2500000;2023-07-08;3;4;171;8;1;1;1;0;1;0;0
Calle de Campezo San Blas;28022;40.443172;-3.583446;175000;2023-05-29;1;1;50;6;1;1;1;1;0;0;1
Calle de Artajona 14 Moncloa - Aravaca;28039;40.464268;-3.7176087;175000;2023-05-21;1;1;60;0;0;0;1;0;1;0;0
Calle de Pilar de Zaragoza Barrio de Salamanca;28028;40.433933;-3.669599;575000;2023-07-04;2;2;84;6;0;0;1;0;0;1;0
Calle de Ángel Muñoz Ciudad Lineal;28043;40.454044;-3.657672;395000;2023-07-04;1;1;52;7;1;1;1;0;0;0;0
De Villanueva Barrio de Salamanca;28001;40.42285;-3.6900105;2300000;2023-05-24;3;2;161;8;1;1;1;0;0;0;0
Alcalde Sainz de Baranda Retiro;28009;40.416702;-3.6729412;990000;2023-04-24;3;2;146;11;1;1;0;1;0;0;0
Calle de Los Hermanos Machado 38 Ciudad Lineal;28017;40.4307;-3.64903;230000;2022-08-25;3;1;83;0;0;0;1;0;0;0;0
Calle de Nápoles Hortaleza;28043;40.45973;-3.6522617;130000;2023-05-22;1;1;35;3;0;0;0;0;0;0;0
Amor de Dios Centro;28014;40.413162;-3.6983783;990000;2023-05-22;2;2;95;7;1;1;1;0;0;0;0
Calle León Centro;28014;40.41359;-3.6988497;829000;2023-07-01;33;0;114;8;1;1;1;0;1;0;0
Calle de Faustino Osorio 34 Latina;28047;40.4036;-3.73202;194000;2023-05-22;2;1;80;7;1;0;0;0;0;0;0
Barrio de Salamanca;28028;40.427498;-3.6695693;650000;2023-05-22;3;2;97;11;1;0;1;0;0;1;0
Barrio de Salamanca;28028;40.436848;-3.669031;1268966;2023-06-29;3;3;237;7;1;1;1;0;0;1;0
Barrio de Salamanca;28028;40.434544;-3.6672764;1525400;2023-06-29;3;3;291;6;1;1;1;0;0;1;1
Barrio de Salamanca;28028;40.43538;-3.6670249;1720282;2023-06-29;3;3;340;3;1;1;1;0;0;1;1
Calle de Santurce Ciudad Lineal;28017;40.42647;-3.6371808;470000;2023-06-29;2;1;100;0;1;1;0;0;0;1;0
Calle de Velarde Centro;28004;40.425766;-3.7025838;619000;2023-06-28;3;3;91;9;1;1;1;0;1;0;0
Calle del Tesoro  Centro;28004;40.42506;-3.7045662;99900;2023-05-18;0;1;19;3;0;0;1;0;0;0;0
Calle de Alcalá Barrio de Salamanca;28009;40.423367;-3.679636;1600000;2023-05-18;3;5;157;8;1;1;1;0;1;1;0
Calle Adolfo Bioy Casares 5 Villa de Vallecas;28051;40.36737;-3.597305;285000;2023-05-18;2;2;77;0;1;0;1;0;0;1;1
Calle de la Princesa de Éboli 9 Hortaleza;28050;40.487682;-3.6567106;570000;2023-05-08;3;2;137;0;1;1;1;1;0;0;1
Calle de Octubre San Blas;28022;40.44395;-3.5672958;675000;2023-05-17;4;4;256;0;0;1;1;0;0;1;0
De Velazquez Barrio de Salamanca;28001;40.42864;-3.6832306;2290000;2023-06-25;3;4;255;8;1;1;1;1;0;0;0
De Badajoz Ciudad Lineal;28027;40.44045;-3.6559384;295000;2023-06-21;3;2;107;14;1;0;1;1;0;0;0
Calle Hilarión Eslava Chamberí;28015;40.435345;-3.716495;1499000;2023-06-20;6;4;288;9;1;0;1;0;0;1;0
Ronda de Segovia Centro;28005;40.411743;-3.717914;324000;2022-09-26;3;1;88;0;1;0;1;0;0;0;0
Calle de San Marcelo 20 Ciudad Lineal;28017;40.42696;-3.6563642;185000;2023-05-10;1;1;40;0;1;0;1;0;0;0;0
Calle de la Espada Centro;28012;40.411304;-3.7043436;140000;2023-06-12;1;1;33;9;0;1;0;0;0;0;0
Calle de Azcoitia 12 Carabanchel;28044;40.374825;-3.754541;139999;2023-05-10;2;1;75;0;1;1;1;0;0;0;0
Calle de Mataró 19 Fuencarral - El Pardo;28034;40.49325;-3.6936488;255000;2023-03-15;3;2;91;0;0;1;1;0;0;1;0
Calle Torrox 16 Usera;28041;40.36796;-3.6886458;237000;2023-05-04;2;2;96;0;1;1;1;1;0;0;1
Calle de Padilla Barrio de Salamanca;28006;40.431347;-3.6775556;1100000;2023-04-12;3;2;133;7;1;1;1;0;1;1;0
Calle de San Bernardo Centro;28015;40.42199;-3.707781;1400000;2023-06-09;3;2;170;6;1;1;1;0;1;0;0
Calle de Ramón Pérez de Ayala 1 Puente de Vallecas;28038;40.39717;-3.65446;190000;2023-03-01;3;1;75;0;1;1;0;0;0;1;0
Calle de Navaridas 10 San Blas;28022;40.44362;-3.5818694;175000;2023-05-06;1;1;48;0;1;1;1;0;0;0;1
Calle del Amparo Centro;28012;40.40859;-3.7022862;109000;2023-06-06;1;1;26;6;0;0;0;0;0;0;0
Calle de Miguel Servet 4 Centro;28012;40.407482;-3.7008984;189000;2023-05-03;1;1;44;0;0;1;0;0;0;0;0
De Antonio Gades Villa de Vallecas;28051;40.36133;-3.5970678;269000;2023-05-03;2;2;76;12;1;0;1;0;0;0;0
Avenida de Abrantes 54 Carabanchel;28025;40.380623;-3.7285316;225000;2023-05-05;3;2;86;0;1;1;1;1;0;1;0
Calle de Galileo Chamberí;28015;40.4343;-3.7102869;999000;2023-07-10;6;2;208;7;1;0;0;0;1;1;0
Calle Sauco 19 Tetuán;28039;40.46056;-3.70514;359000;2023-07-07;2;2;92;6;1;0;1;1;0;1;0
Lagasca Barrio de Salamanca;28006;40.43683;-3.6843185;579000;2023-07-07;1;1;59;8;1;1;1;0;0;0;0
Avenida de America Barrio de Salamanca;28028;40.442043;-3.664601;850000;2023-04-24;5;3;213;7;1;0;1;0;0;0;0
Calle Divino Vallés 4 Arganzuela;28045;40.3964;-3.694933;420000;2023-04-24;2;1;70;0;1;1;1;0;0;1;0
Carabanchel;28025;40.380356;-3.7406857;270000;2023-04-20;2;2;107;3;0;1;1;0;0;1;0
Calle de Leganitos Centro;28013;40.42087;-3.7095273;575000;2023-07-06;2;2;109;7;1;1;0;0;0;0;0
Serrano Barrio de Salamanca;28006;40.43548;-3.6864147;1400000;2023-07-06;3;4;125;6;1;1;1;0;0;1;0
Calle Salado 2 Usera;28041;40.370674;-3.6982827;130000;2023-03-19;2;1;55;0;1;0;0;1;0;0;0
Calle de la Madre Cándida María de Jesús Usera;28026;40.383636;-3.701015;138000;2023-04-21;2;1;43;3;0;0;1;0;0;0;0
Chamberí;28003;40.442135;-3.69549;890000;2023-05-23;4;3;175;11;1;1;1;0;1;1;0
Calle de San Roque Centro;28004;40.42218;-3.7051694;799000;2023-07-01;3;3;190;3;1;1;1;0;0;0;0
Calle de las Huertas Centro;28012;40.41372;-3.7006156;330000;2023-04-18;2;1;55;9;1;1;0;0;0;0;0
Calle de Federico Moreno Torroba Retiro;28007;40.40525;-3.667267;549000;2023-03-28;4;2;133;18;1;1;1;0;0;0;1
Puente Alcocer Villaverde;28041;40.349625;-3.7051988;270000;2023-06-30;3;2;100;7;1;0;1;0;0;0;0
Calle San Cipriano 31 Vicálvaro;28031;40.40415;-3.60458;328000;2023-01-18;2;2;98;8;1;1;1;1;0;0;0
Calle de las Minas Centro;28004;40.424843;-3.7059648;339000;2022-10-20;2;1;60;0;1;1;1;0;0;0;0
Barrio de Salamanca;28001;40.427414;-3.6855567;849000;2023-04-15;3;2;143;6;1;1;1;0;0;0;0
Calle de José del Hierro Ciudad Lineal;28027;40.43968;-3.6452632;335000;2023-04-14;3;2;108;8;1;0;1;0;1;1;0
Calle Elvira Barrio de Salamanca;28028;40.423576;-3.6654704;380000;2023-04-12;2;1;90;6;1;1;1;0;0;0;0
Calle de Vergara Centro;28013;40.4176;-3.7101297;895000;2023-03-18;2;2;140;6;1;1;0;0;1;0;0
Calle de Segovia Centro;28005;40.413906;-3.7127545;1175000;2023-04-12;4;3;173;12;1;0;1;0;0;1;0
Calle de San Roque Centro;28004;40.422455;-3.7051105;799000;2023-04-11;3;3;190;3;1;1;1;0;0;0;0
Túnel > Calle Alberto Aguilera / Glorieta de Bilba 21 Centro;28015;40.428844;-3.7101333;779000;2023-03-03;3;2;179;0;1;0;0;0;0;0;0
Calle de San Bernabé 8 Centro;28005;40.40923;-3.71383;185000;2023-04-10;1;1;35;0;1;0;0;0;0;0;0
Avenida de Manoteras 1p Hortaleza;28050;40.4851;-3.67154;187000;2023-01-28;1;1;35;0;1;1;0;0;0;0;0
De la Castellana Tetuán;28046;40.45821;-3.6907675;950000;2023-06-09;3;3;127;6;1;1;1;0;0;1;0
Preciados Centro;28013;40.419212;-3.7055736;819000;2023-06-08;2;2;84;10;1;1;1;0;0;0;0
Calle de O'donnell Barrio de Salamanca;28009;40.42195;-3.677008;799000;2023-07-11;3;2;125;3;1;1;1;0;0;1;0
Calle de Isaac Peral Chamberí;28015;40.43669;-3.718164;1200000;2023-06-07;4;5;300;8;1;1;1;0;0;0;0
Calle Alcalde Andrés Madrid Dávila 102 Vicálvaro;28052;40.39898;-3.54868;374000;2023-06-18;3;2;105;12;1;0;0;1;0;0;0
León Centro;28013;40.41689;-3.7038395;829000;2023-06-04;3;3;102;8;1;1;0;0;0;0;0
C. del Carmen Centro;28013;40.418922;-3.7049272;859000;2023-07-12;3;3;90;10;1;1;1;0;0;0;0
San Bernardo Centro;28015;40.425343;-3.7074058;829000;2023-06-02;3;3;110;8;1;1;1;0;0;1;0
Echegaray Centro;28014;40.415318;-3.6996617;459000;2023-06-02;1;1;44;9;1;1;1;0;0;0;0
Montera Centro;28013;40.418755;-3.7023513;1019000;2023-06-02;3;3;128;7;1;1;1;0;0;0;0
Hortaleza Centro;28004;40.42189;-3.6999729;789000;2023-06-02;3;3;100;6;1;1;1;0;0;0;0
Carmen Centro;28013;40.41885;-3.7050095;859000;2023-06-02;3;3;94;10;1;1;1;0;0;0;0
De la Castellana Tetuán;28046;40.458202;-3.6906807;1449000;2023-06-02;3;3;201;6;1;1;1;0;1;1;0
Calle de la Seo de Urgel 11 Hortaleza;28033;40.46908;-3.6531014;270000;2023-03-21;4;1;89;0;1;0;1;0;1;1;0
Calle Sinfonía 20 Latina;28054;40.37312;-3.774225;235000;2023-03-23;2;2;100;0;1;1;1;0;1;0;0
De Ibiza Retiro;28009;40.417862;-3.6766257;360000;2023-02-26;2;1;47;8;1;1;1;0;0;0;0
Avenida del Mediterráneo Retiro;28007;40.406773;-3.6695154;420000;2023-04-27;6;3;90;7;1;1;1;0;0;1;0
Calle de Argumosa Centro;28012;40.408054;-3.6979725;155000;2023-07-09;1;1;33;7;0;0;0;0;0;0;0
Jorge Juan Barrio de Salamanca;28001;40.4238;-3.6862092;1300000;2023-07-09;3;4;133;6;1;1;1;0;0;0;0
Puerto de Maderi Puente de Vallecas;28053;40.391273;-3.6671448;210000;2022-04-04;4;2;112;7;0;1;1;0;0;1;0
Centro;28004;40.425667;-3.694151;670000;2023-02-25;3;2;127;3;1;1;1;0;0;0;0
Paseo de la Esperanza Arganzuela;28005;40.400127;-3.7035675;179000;2023-05-23;2;1;58;7;1;0;0;0;0;0;0
Calle de San Germán Tetuán;28020;40.456802;-3.699094;1764000;2023-05-22;4;4;280;11;1;1;0;1;0;1;0
De Cea Bermúdez Chamberí;28003;40.438934;-3.711899;990000;2023-06-30;6;3;248;13;1;1;1;0;1;0;0
Calle de Julián Besteiro 19 Tetuán;28020;40.45581;-3.6953819;440000;2023-03-19;2;1;88;0;1;1;1;0;0;1;0
Calle de Manuel Cortina Chamberí;28010;40.430775;-3.6981196;240000;2022-09-08;1;1;45;0;1;0;0;0;0;0;0
Julian del Cerro 6 Puente de Vallecas;28038;40.40415;-3.6621587;235000;2023-07-12;2;2;62;7;1;0;1;0;0;0;0
Julian del Cerro 6 Puente de Vallecas;28038;40.40415;-3.6621587;180000;2023-07-11;1;1;42;6;1;0;1;0;0;0;0
Julian del Cerro 6 Puente de Vallecas;28038;40.40415;-3.6621587;210000;2023-07-11;1;1;42;7;1;0;1;0;0;0;0
Calle Embalse de Picadas 2 Villa de Vallecas;28051;40.364777;-3.603058;343000;2023-03-15;3;2;134;0;1;1;1;1;1;1;1
Calle de Guzmán el Bueno 115 Chamberí;28003;40.4406;-3.71288;725000;2023-03-13;4;2;177;9;1;0;1;0;0;0;0
De la Virgen de África Ciudad Lineal;28027;40.440178;-3.6551292;305000;2023-02-16;3;2;106;10;1;1;1;1;0;0;0
Calle de la Virgen del Sagrario 3 Ciudad Lineal;28027;40.43405;-3.64779;349500;2023-02-23;3;2;98;0;1;0;1;1;0;0;0
Fomento Centro;28013;40.42031;-3.7099118;790000;2023-02-09;3;2;178;0;0;1;1;0;1;0;0
Avenida Osa Mayor 148 Moncloa - Aravaca;28023;40.456062;-3.7929108;1245000;2023-03-01;3;3;190;0;1;1;1;1;0;1;1
Calle de Zurbano Chamberí;28010;40.434616;-3.693202;1975000;2023-06-07;5;3;212;12;1;1;1;0;0;1;0
Calle de Francos Rodríguez 33 Tetuán;28039;40.45651;-3.7062314;560000;2023-03-01;4;2;152;0;1;1;1;0;0;1;0
Calle Julián del Cerro 6 Puente de Vallecas;28000;40.40425;-3.66214;255000;2022-09-21;2;2;61;3;1;0;1;1;0;0;0
Calle del Diamante 27 Villaverde;28021;40.35163;-3.686552;144000;2023-02-16;3;1;73;0;0;0;1;0;0;0;0
Barrio de Salamanca;28028;40.431812;-3.6633265;750000;2023-07-11;3;2;204;6;1;0;1;0;0;1;0
Calle Parque Eugenia de Montijo 62 Carabanchel;28047;40.37889;-3.75162;250000;2023-02-23;3;1;90;0;1;1;1;0;0;1;0
Calle de Preciados Centro;28013;40.417862;-3.7067397;819000;2023-07-11;2;2;91;10;1;1;1;0;1;0;0
Fuencarral - El Pardo;28035;40.47588;-3.7407146;625000;2023-07-12;2;2;121;10;1;0;1;0;0;0;0
Paseo de la Castellana Chamartín;28046;40.45063;-3.690342;950000;2023-02-08;3;3;120;6;1;1;1;0;0;1;0
Avenida de las Águilas 27 Latina;28044;40.38337;-3.7686;218000;2023-02-08;2;1;70;0;1;1;1;1;0;1;0
Castellana Tetuán;28046;40.458004;-3.6905396;1449000;2023-06-21;3;3;200;0;1;1;1;0;0;1;0
Calle de Alfonso X Chamberí;28010;40.43369;-3.691944;695000;2023-06-21;3;2;115;3;1;1;1;0;0;0;0
Calle de Arturo Soria Ciudad Lineal;28033;40.482536;-3.664214;650000;2023-01-16;4;3;152;0;1;1;0;0;0;0;0
Calle León Centro;28014;40.41391;-3.6986704;829000;2023-01-12;3;3;102;8;0;1;1;0;0;0;0
C. de Serrano Chamartín;28016;40.454487;-3.6783965;1195000;2023-07-11;4;3;250;0;1;1;1;0;0;0;0
Calle de Mira el Río Alta Centro;28005;40.408817;-3.70915;640000;2022-11-17;4;3;197;0;0;1;1;0;1;1;0
Calle de Miguel Palacios 10 Puente de Vallecas;28038;40.40206;-3.66565;189000;2021-03-14;2;1;68;0;1;1;1;0;0;1;0
Plaza Nelson Mandela Centro;28012;40.40955;-3.70368;215000;2021-04-10;1;1;40;0;0;0;0;0;0;0;0
Calle de la Bahía de Santander Barajas;28042;40.467075;-3.5925674;985000;2022-04-29;5;5;300;0;0;1;1;1;0;1;1
Calle Armengot Carabanchel;28019;40.396557;-3.7214303;230000;2022-03-23;3;1;77;0;1;0;1;0;1;0;0
Calle del Cobalto Villaverde;28021;40.34454;-3.704289;188500;2022-05-31;3;1;89;0;0;1;0;0;1;0;0
Calle del Jaspe 30 Usera;28026;40.38143;-3.70694;300000;2019-08-01;2;2;105;0;1;1;1;0;0;1;0
Abedul Chamartín;28036;40.465427;-3.6820507;2450000;2022-11-05;4;4;370;0;1;1;0;1;0;1;1
Calle Alejandro Sánchez Carabanchel;28019;40.389782;-3.72029;375000;2022-10-04;4;2;170;0;0;1;1;0;1;1;0
Abedul Chamartín;28036;40.465313;-3.682293;2450000;2022-09-15;4;4;370;0;1;1;0;1;0;1;1
Paseo de la Castellana Tetuán;28046;40.456398;-3.6910014;3600000;2022-10-26;4;5;398;10;1;1;1;0;0;0;0
Calle de José Miguel Gordoa 3 Arganzuela;28045;40.39289;-3.69614;268000;2020-11-30;1;1;52;0;1;0;1;0;0;1;0
Calle de Guadalete Carabanchel;28019;40.38902;-3.7151747;139900;2023-07-12;3;1;71;6;0;0;0;0;0;0;0
Hortaleza;28043;40.46501;-3.632802;267700;2023-07-12;3;1;79;7;1;1;1;0;0;1;0
Calle Mataro 14 Fuencarral - El Pardo;28034;40.493347;-3.6946695;184999;2023-07-12;3;1;85;0;0;0;0;0;0;1;0
Villa de Vallecas;28031;40.37995;-3.6336126;137000;2023-07-12;1;1;50;9;1;1;1;0;0;0;0
San Blas;28022;40.439213;-3.6078696;225000;2023-07-12;3;1;85;4;1;1;1;1;0;1;0
Moncloa - Aravaca;28023;40.47062;-3.7858667;1200000;2023-07-12;5;4;250;7;1;1;1;1;0;1;0
Calle del Amparo 91 Centro;28012;40.40699;-3.70073;140000;2023-07-11;1;1;33;3;0;0;0;0;0;0;0
Tomã¡s Lã³pez Barrio de Salamanca;28028;40.43416;-3.6711216;470000;2023-07-06;1;1;67;3;1;0;0;0;0;0;0
De Eduardo Requenas Puente de Vallecas;28053;40.391;-3.6654134;170000;2023-07-11;4;2;111;9;0;1;1;0;0;1;0
Calle Finisterre Fuencarral - El Pardo;28029;40.478836;-3.7019749;549000;2023-06-29;3;2;133;7;1;1;0;1;0;1;0
General Ricardos Carabanchel;28019;40.39091;-3.728361;309000;2023-07-11;2;2;87;6;1;0;1;0;0;0;0
Moncloa - Aravaca;28023;40.473476;-3.8255124;820000;2023-07-11;6;3;329;5;0;0;1;0;0;1;0
Panizo Tetuán;28039;40.463165;-3.70679;265000;2023-06-13;3;1;70;8;1;0;1;0;0;1;0
Arganzuela;28045;40.394558;-3.7056253;385000;2023-07-11;3;2;84;7;1;1;1;0;0;0;0
Calle de Albino Hernández Lázaro Villaverde;28021;40.34594;-3.707158;149900;2022-08-22;3;1;82;0;0;1;0;0;0;1;0
Calle Cronos San Blas;28037;40.44101;-3.6182144;275000;2023-06-12;1;2;70;7;1;1;0;1;0;1;0
Valle de Pinares Llanos Fuencarral - El Pardo;28035;40.48577;-3.7231197;375000;2023-06-13;3;1;97;0;1;1;1;0;0;1;0
General Ricardos 138 Carabanchel;28019;40.39068;-3.728655;309000;2023-07-03;2;2;105;6;1;0;0;0;0;0;0
Alcala Barrio de Salamanca;28028;40.43227;-3.6687531;475000;2023-07-10;2;1;88;6;1;1;1;0;0;1;0
Mar Caribe Centro;28004;40.42064;-3.6968997;195000;2023-07-08;1;2;88;7;0;1;0;0;1;1;0
Calle del Príncipe de Vergara Chamartín;28006;40.441837;-3.6785684;530000;2023-06-29;3;1;81;6;1;1;0;0;0;0;0
Guzman el Bueno Chamberí;28003;40.44077;-3.712987;799000;2023-07-10;4;2;211;0;1;0;1;0;0;1;0
Calle de Preciados Centro;28013;40.419056;-3.7056007;819000;2023-07-10;2;2;91;10;1;1;1;0;0;0;0
