Address;Zipcode;Latitude;Longitude;Price;Date;Rooms;Bathrooms;Surface;Floor;Elevator;Air_Conditioner;Heater;Parking;Balcony;Terrace;Swimming_Pool
Calle Marroquina . Moratalaz;28030;40.40723;-3.6499343;325000;2023-06-29;3;1;93;7;1;1;1;0;0;0;0
Calle de Ana de Austria 34 Hortaleza;28050;40.496326;-3.6540463;580000;2023-05-05;3;2;91;0;1;1;1;1;1;0;1
Calle de Palas de Rey 22 Fuencarral - El Pardo;28050;40.50699;-3.6646965;460000;2023-07-07;1;1;84;10;1;1;1;0;0;1;0
Calle de Villalobos 3 Puente de Vallecas;28018;40.38224;-3.64594;128000;2023-07-10;2;1;56;3;1;1;1;0;0;0;0
Calle Enrique Urquijo 150 Vicálvaro;28052;40.40185;-3.55814;233000;2023-02-23;2;1;52;0;1;1;1;1;0;0;0
Calle de Concepción Jerónima 12 Centro;28012;40.414547;-3.704713;365000;2023-07-10;2;2;89;7;1;1;1;0;1;0;0
Calle Alcalá 464 San Blas;28027;40.439186;-3.633325;309000;2023-06-19;3;1;84;8;1;1;1;0;0;1;0
Calle de Ponzano 77 Chamberí;28003;40.44339;-3.699104;825000;2023-07-10;3;2;137;0;1;0;1;0;0;0;0
Calle de Argumosa 14 Centro;28012;40.408024;-3.6989932;374000;2023-05-06;2;1;82;0;1;0;1;0;1;0;0
Calle del Puerto del Bruch 31 Villa de Vallecas;28031;40.38203;-3.61835;119000;2023-06-30;3;1;54;8;0;0;1;0;1;1;0
Calle Monasterio de Guadalupe 15 Fuencarral - El Pardo;28949;40.5057;-3.7022748;560000;2023-07-09;3;2;110;0;1;1;1;1;0;1;1
Calle Transversal Sexta 24 Villaverde;28021;40.332634;-3.6996174;195000;2023-07-09;3;2;110;0;1;1;1;0;0;1;0
Calle de Sor Ángela de la Cruz 24b Tetuán;28020;40.459953;-3.695565;625000;2023-07-08;3;2;105;0;1;0;1;1;0;1;0
Calle de la Jirafa 6 Tetuán;28029;40.46873;-3.7029045;295000;2023-07-03;2;2;93;0;1;0;1;1;0;0;0
Calle de María de las Mercedes de Borbón 232 Hortaleza;28055;40.49307;-3.62106;495000;2023-03-26;3;2;120;0;1;1;1;0;0;1;1
Paseo de la Chopera 39 Arganzuela;28045;40.395233;-3.6993124;210000;2023-07-07;2;1;58;9;1;0;1;0;1;0;0
Calle Sedano 7 Latina;28024;40.396976;-3.77348;189000;2023-07-07;3;1;70;0;1;1;1;0;0;0;0
Calle de la Virgen de Sónsoles 1 Ciudad Lineal;28027;40.43597;-3.65462;340000;2023-06-27;3;2;95;6;1;1;1;0;0;0;0
Calle de la Cruzada Centro;28013;40.41642;-3.71136;795000;2022-10-27;4;2;145;0;1;1;1;1;1;0;0
Canarias 16 Arganzuela;28045;40.401905;-3.6964686;359000;2023-06-07;3;1;88;6;1;0;1;0;0;1;0
Calle de Jesús de Polanco 8 Fuencarral - El Pardo;28035;40.474327;-3.7334626;685000;2023-07-06;2;2;97;0;1;1;1;0;1;0;1
Calle de Fernando VII 23 San Blas;28037;40.434444;-3.615627;510000;2023-07-02;4;2;140;0;1;0;1;1;0;0;1
Calle del Doctor Blanco Soler 4 Latina;28044;40.383007;-3.7678545;248000;2023-07-06;3;1;97;0;1;0;1;1;0;0;0
Paseo de Los Melancólicos 3 Arganzuela;28005;40.410076;-3.7185032;410000;2023-07-01;2;2;90;0;1;1;1;0;0;0;0
Avenida del Ensanche de Vallecas 83 Villa de Vallecas;28051;40.362255;-3.5957022;178000;2023-06-28;1;1;63;0;1;1;1;0;0;0;1
Ruiz 19 Centro;28004;40.42886;-3.7038;899000;2023-07-05;2;2;98;8;1;1;1;0;0;1;0
León 17 Centro;28014;40.41376;-3.69887;829000;2023-07-05;3;3;102;8;1;1;1;0;0;1;0
Avenida de la Aurora Boreal 16 Vicálvaro;28032;40.3987;-3.6021273;319000;2023-07-04;3;2;97;0;1;1;1;1;0;0;1
Calle de San Emilio 25 Ciudad Lineal;28017;40.427956;-3.6589506;305000;2023-06-27;3;2;87;0;1;1;1;0;0;0;0
Calle de Manresa 58 Fuencarral - El Pardo;28034;40.492462;-3.6936047;259990;2023-06-14;3;1;91;8;1;1;1;0;0;1;0
Calle Vía Límite 69 Tetuán;28029;40.47347;-3.69346;345000;2023-06-27;2;1;95;3;1;0;0;0;0;0;0
Calle de Antillón 24 Latina;28011;40.41139;-3.727977;290000;2023-07-04;3;1;72;0;1;0;1;0;0;0;0
Calle de Martín de Vargas Arganzuela;28012;40.4047;-3.703237;280000;2023-07-03;2;1;57;7;0;1;1;0;0;0;0
Calle de Palencia Tetuán;28020;40.449703;-3.7009397;270000;2023-07-03;2;1;49;6;0;1;1;0;0;0;0
Calle de la Cabeza Centro;28012;40.411922;-3.7021902;303000;2023-07-03;1;1;57;7;0;1;1;0;0;0;0
Calle de Pelayo 46 Centro;28004;40.4236;-3.69784;298000;2023-07-03;1;1;39;9;0;1;1;0;0;0;0
Calle de la Huerta de Castañeda 4 Latina;28011;40.40839;-3.7417545;435000;2023-05-26;3;2;154;0;1;1;1;1;0;0;1
Calle de la Reina Mercedes 18 Tetuán;28020;40.450863;-3.697811;645000;2023-07-10;3;2;122;0;1;0;1;1;0;0;0
Calle de Peña de Francia 2  Centro;28005;40.40799;-3.70617;415000;2023-07-03;2;2;93;6;1;0;1;0;0;0;0
Calle Flora Tristán 3 Villaverde;28021;40.35694;-3.6851096;365000;2023-07-03;4;2;108;0;1;1;1;0;0;0;1
Travesía de Felipe de Diego S/n Puente de Vallecas;28018;40.379257;-3.6594076;210000;2023-06-14;3;2;100;14;1;1;1;1;1;1;0
Calle de Matilde Hernández 70 Carabanchel;28025;40.388927;-3.7352302;164000;2023-07-01;3;1;80;0;1;1;1;0;1;0;0
Calle del Olivar 29 Centro;28012;40.41026;-3.70154;185000;2023-06-30;1;1;37;5;0;1;1;0;0;0;0
Calle de Miguel de la Iglesia Ciudad Lineal;28027;40.44082;-3.6446111;330000;2022-11-11;3;1;84;0;1;1;1;0;1;0;0
Calle Doctor Esquerdo 7 Barrio de Salamanca;28028;40.4274;-3.668243;1100000;2023-06-08;3;2;189;12;1;1;1;0;0;1;0
Calle de José Picón 4 Barrio de Salamanca;28028;40.434166;-3.6732376;640000;2023-06-20;2;2;102;0;1;1;1;0;0;1;0
Calle Eduardo Chillida 219 Villa de Vallecas;28051;40.35747;-3.5922446;189900;2023-06-26;2;1;77;12;1;1;1;0;0;1;0
Calle de Alberdi 28 Tetuán;28039;40.467876;-3.7068193;339000;2023-06-14;2;1;90;8;1;1;1;0;0;1;0
Calle de Federico Moreno Torroba 13 Retiro;28007;40.404877;-3.6669233;725000;2023-06-07;3;3;170;18;1;1;1;1;1;1;0
Calle de María Tubau S/n Fuencarral - El Pardo;28050;40.5118;-3.6783807;515000;2023-06-29;4;2;133;8;1;1;1;1;0;0;0
Calle Alcocer 44 Villaverde;28041;40.35087;-3.7006366;172000;2023-06-28;3;1;92;9;1;1;1;0;0;1;0
Paseo de la Habana S/n Chamartín;28036;40.454243;-3.6843123;750000;2023-06-09;3;2;88;8;1;1;1;1;0;0;0
Calle de Arturo Soria 37 Ciudad Lineal;28027;40.443123;-3.6417933;900000;2023-06-26;4;3;193;7;1;1;1;1;0;1;0
Calle del Cerro del Castañar S/n Fuencarral - El Pardo;28034;40.495365;-3.7144957;355000;2023-06-15;3;1;78;3;1;0;1;0;0;0;0
Calle Pedrosa del Príncipe S/n Villa de Vallecas;28031;40.370308;-3.618139;379900;2023-06-14;2;2;80;8;1;1;1;0;0;1;1
Calle de Santa Engracia S/n Chamberí;28003;40.439384;-3.700399;699000;2023-06-08;4;2;110;10;1;1;1;0;1;0;0
Calle de Américo Castro 5 Hortaleza;28050;40.492245;-3.658812;347000;2023-06-02;1;1;74;6;1;1;1;1;1;0;0
Calle de Villagarcía . Latina;28011;40.404903;-3.7548304;237000;2023-06-29;3;1;76;9;1;1;1;0;0;0;0
Calle de Fortunata y Jacinta S/n Tetuán;28020;40.453865;-3.6985297;899000;2023-06-29;5;3;197;8;1;1;1;0;0;0;0
Calle de Orense S/n Tetuán;28020;40.45374;-3.6948566;825000;2023-06-27;5;3;202;10;1;1;1;0;0;0;0
Avenida de Burgos 44 Chamartín;28036;40.482296;-3.6750588;750000;2023-06-02;4;3;152;9;1;1;1;1;0;0;0
Calle del Río Negro Puente de Vallecas;28018;40.38748;-3.6503286;158285;2023-06-29;2;1;89;3;0;1;1;0;0;1;0
Calle Pedro Muguruza 6 Chamartín;28036;40.46179;-3.686211;1320000;2023-06-28;4;3;196;0;1;1;1;1;1;1;0
Calle de Miramadrid 11 Usera;28026;40.381363;-3.7068632;186000;2023-06-28;2;1;91;0;1;1;1;0;0;0;0
Calle de Cavanilles Retiro;28007;40.40575;-3.67529;480000;2022-10-28;2;2;97;0;1;1;1;0;0;0;0
Calle de Leñeros 31 Tetuán;28039;40.45447;-3.70976;320000;2023-03-03;3;1;87;0;1;1;1;0;0;1;0
Calle de Emilio Carrere 10 Chamberí;28015;40.431286;-3.7099724;385000;2023-06-26;1;1;62;0;1;1;1;0;0;1;0
Calle del Doctor Ramón Castroviejo 7 Fuencarral - El Pardo;28029;40.47937;-3.7136805;339000;2023-06-26;3;1;80;0;1;1;1;0;0;0;0
Calle de Canillas 98 Chamartín;28002;40.443836;-3.6696484;435000;2023-06-04;3;2;70;0;1;0;1;0;1;1;0
Calle de Bariloche 3 Barajas;28042;40.4678;-3.59115;415000;2022-11-28;2;2;109;0;1;1;1;1;0;1;1
Calle de Lucio del Valle 1 Chamberí;28003;40.44018;-3.7071023;650000;2023-06-11;5;2;133;0;1;0;1;0;0;0;0
Calle de las Delicias 34 Arganzuela;28045;40.40391;-3.6912866;200000;2023-04-25;1;1;36;0;1;1;1;0;0;0;0
Calle de Riscos de Polanco 12 Fuencarral - El Pardo;28035;40.485188;-3.7220504;840000;2023-06-24;3;3;211;0;1;1;1;1;0;1;1
Calle Cirauqui 4 Fuencarral - El Pardo;28050;40.499542;-3.6732671;585000;2023-06-20;2;2;116;0;1;1;1;0;0;1;1
Calle del Alcalde Sainz de Baranda 61 Retiro;28009;40.416843;-3.6702151;620000;2023-06-20;3;2;126;0;1;0;1;0;0;0;0
Calle de Canillas 91 Chamartín;28002;40.44404;-3.670565;411900;2023-06-22;2;1;75;0;1;1;1;0;0;1;0
Calle de Teruel 15 Tetuán;28020;40.451664;-3.7018964;469000;2023-06-22;2;2;104;0;1;1;1;0;0;1;0
Calle de Carlos IV 19 San Blas;28037;40.43474;-3.6174269;445000;2023-06-21;3;2;122;0;1;1;1;0;0;0;1
Paseo del Comandante Fortea 7 Moncloa - Aravaca;28008;40.42479;-3.729665;500000;2023-06-21;3;2;134;0;1;0;1;1;0;1;0
Calle de Jesús Aprendiz 6 Retiro;28009;40.41202;-3.671316;915000;2023-06-15;4;3;185;0;1;1;1;0;0;0;0
Calle del Laúd 3 Ciudad Lineal;28033;40.48265;-3.66352;639000;2023-02-15;4;4;154;0;1;1;1;0;0;0;1
Calle de la Rioja Barajas;28042;40.45832;-3.5869603;725000;2022-09-26;4;3;268;0;1;1;1;1;0;0;0
Calle del Pepion 10 Carabanchel;28054;40.37127;-3.7392144;219000;2023-05-06;1;1;63;0;1;1;1;1;0;1;1
Calle de Amparo Usera 25 Usera;28026;40.38738;-3.70378;201000;2023-06-18;3;1;105;9;0;0;0;0;1;1;0
Calle de Bolívar 18 Arganzuela;28045;40.392197;-3.691657;629000;2023-05-19;3;3;125;0;1;1;1;1;0;0;1
Calle de Gandía 8 Retiro;28007;40.39789;-3.671063;550000;2023-06-13;4;2;137;0;1;1;1;1;1;1;0
Calle de Francos Rodríguez 72 Tetuán;28039;40.457222;-3.7091837;240000;2023-06-16;1;1;50;0;1;1;1;0;0;0;0
Paseo de Juan XXIII 29 Moncloa - Aravaca;28040;40.4509;-3.7124076;390000;2023-06-16;1;1;73;0;1;1;1;0;1;0;1
Calle de Ponzano Chamberí;28003;40.44254;-3.6990085;275000;2022-12-12;3;1;80;0;1;1;1;0;0;0;0
Paseo de la Habana 12 Chamartín;28036;40.447887;-3.689862;1145000;2023-06-12;3;2;165;0;1;1;1;0;0;1;0
Calle del General Millán Astray 21 Latina;28044;40.378906;-3.76703;235000;2023-06-02;3;2;82;11;1;0;1;0;0;1;0
Calle de Alcalá 416 Ciudad Lineal;28027;40.437767;-3.638203;340000;2023-06-14;1;1;85;14;1;1;1;1;0;0;0
Calle del Conde de Aranda 7 Barrio de Salamanca;28001;40.42183;-3.68727;3850000;2023-06-09;4;4;269;6;1;1;1;0;0;0;0
Calle Caleruega 79 Ciudad Lineal;28033;40.48331;-3.6685;690000;2023-07-09;2;2;110;11;1;1;1;0;0;0;1
Calle Caleruega 79 Ciudad Lineal;28033;40.48331;-3.6685;955000;2023-07-11;2;2;123;12;1;1;1;0;0;1;1
Calle de Los Hermanos García Noblejas 180 Ciudad Lineal;28037;40.420746;-3.6262627;299000;2023-05-05;4;2;109;0;1;1;1;0;1;1;0
Plaza del Corregidor Alonso de Aguilar Moratalaz;28030;40.407368;-3.6584597;410000;2023-06-12;4;2;129;19;1;0;1;0;0;1;0
Avenida del Santuario de Valverde 82 Fuencarral - El Pardo;28049;40.509296;-3.6952667;675000;2023-06-12;4;2;131;0;1;1;1;1;0;0;1
Túnel de Sor Ángela de la Cruz 24 Tetuán;28039;40.462303;-3.7012055;405000;2023-05-18;3;2;91;0;1;1;1;0;1;0;0
Calle de Francisco Medrano Tetuán;28020;40.458897;-3.6995616;425000;2022-10-13;3;2;106;0;1;1;1;0;0;0;0
Avenida del Manzanares 216 Usera;28026;40.38972;-3.6998017;359000;2023-06-05;3;2;100;0;1;0;1;0;0;1;0
Calle de Valderrey 18 Moncloa - Aravaca;28035;40.46781;-3.7209728;490000;2023-06-11;4;2;168;0;1;1;1;0;0;1;0
Calle de Gutierre de Cetina 102 Ciudad Lineal;28017;40.426258;-3.6385229;680000;2023-06-10;3;2;242;0;1;1;1;0;0;1;1
Calle Gran Vía 68 Centro;28013;40.42257;-3.70922;1600000;2023-06-09;2;2;106;8;1;1;1;1;0;0;1
Calle de la Estrella Polar 14 Retiro;28007;40.409744;-3.6666992;649000;2023-06-09;5;3;172;0;1;0;1;0;1;0;0
Calle Santa Leonor San Blas;28037;40.439026;-3.6326637;230000;2023-06-07;0;1;72;8;1;1;1;0;0;1;0
Calle de Peña de la Atalaya 103 Puente de Vallecas;28053;40.38493;-3.66793;193000;2023-06-04;2;1;70;6;1;1;1;0;0;1;0
Calle de Santa Virgilia 21 Hortaleza;28033;40.476818;-3.640504;335000;2023-06-04;3;1;88;0;1;1;1;0;0;1;0
Calle de Albania 13 San Blas;28022;40.42889;-3.6007645;415000;2023-05-07;3;2;89;0;1;1;1;1;0;0;1
Calle de Caravaca 13 Centro;28012;40.40885;-3.70292;210000;2023-06-03;1;1;40;0;1;1;1;0;0;0;0
Calle de Antonio Gades 34 Villa de Vallecas;28031;40.361683;-3.5968003;320000;2023-05-31;3;2;147;0;1;1;1;1;0;0;1
Calle del Padre Damián 21 Chamartín;28036;40.457424;-3.685928;625000;2023-01-02;2;2;89;0;1;1;1;0;0;0;1
Calle Redecilla del Camino 9 Fuencarral - El Pardo;28050;40.506573;-3.669341;422000;2023-05-31;2;1;126;0;1;1;1;1;0;0;1
Calle de Alcocer 43 Villaverde;28041;40.35008;-3.70393;276000;2022-09-13;4;2;132;0;1;1;1;1;0;0;1
Calle de la Princesa 88 Moncloa - Aravaca;28008;40.43337;-3.71796;1050000;2022-09-13;5;3;268;0;1;0;1;0;0;0;0
Calle de José Abascal 36 Chamberí;28003;40.43809;-3.69558;2636000;2023-02-07;4;4;410;11;1;1;1;1;0;0;0
Calle de Linneo 31 Arganzuela;28005;40.410343;-3.720266;427000;2023-05-18;2;1;71;0;1;1;1;0;0;1;0
Calle del Concejal Francisco José Jiménez Martín 14 Latina;28047;40.402927;-3.7321012;440000;2023-03-27;4;2;175;0;1;1;1;1;0;0;1
Calle Infante Fernando Hortaleza;28050;40.491913;-3.664941;520000;2023-05-23;3;2;79;0;1;1;1;1;0;0;0
Calle de Narváez 72 Retiro;28009;40.41758;-3.6764774;369000;2023-04-26;2;1;43;0;1;1;1;0;0;0;0
Calle de las Moquetas 28 Tetuán;28029;40.467075;-3.6997268;320000;2023-01-08;2;1;139;0;1;1;1;1;0;1;0
Calle de Alconera 5 San Blas;28037;40.43081;-3.61818;159900;2022-08-06;3;1;84;0;1;0;1;0;1;1;0
Calle del Preludio Latina;28011;40.41522;-3.7260394;585000;2022-11-15;3;2;147;0;1;1;1;1;0;1;1
Calle Calle de Dulce Chacón . Hortaleza;28050;40.48549;-3.66699;530000;2022-11-03;2;2;84;0;1;1;1;1;0;0;1
Avenida de Concha Espina 67 Chamartín;28016;40.452103;-3.6784446;1290000;2023-04-12;5;3;266;0;1;1;1;0;0;1;0
Calle de Antonia Lancha 37 Carabanchel;28019;40.38587;-3.72283;389000;2023-06-12;3;2;118;9;1;1;1;0;1;0;0
Calle del Teniente Coronel Noreña 22 Arganzuela;28045;40.38869;-3.69366;505803;2023-07-12;1;1;115;10;1;1;1;1;0;1;1
Calle del Teniente Coronel Noreña 22 Arganzuela;28045;40.38869;-3.69366;354223;2023-07-08;1;1;71;8;1;1;1;1;0;1;1
Calle del Doctor Castelo 14 Retiro;28009;40.420345;-3.677943;950000;2023-05-01;3;2;111;0;1;1;1;0;1;1;0
Calle de Matilde Díez Chamartín;28002;40.446117;-3.672932;260000;2023-01-23;1;1;54;0;1;1;1;0;0;0;0
Calle de la Rioja Barajas;28042;40.45832;-3.5869603;725000;2022-09-23;4;3;268;0;1;1;1;1;0;0;0
Calle de Modesto Lafuente 65 Chamberí;28003;40.44484;-3.6958115;839000;2023-03-22;2;2;144;0;1;1;1;0;0;1;0
Calle de San Romualdo 59 San Blas;28037;40.4348;-3.619774;385000;2023-04-19;2;2;92;0;1;1;1;0;0;0;1
Paseo Castellanos Carabanchel;28025;40.377003;-3.7481287;289000;2022-10-19;2;2;93;0;1;1;1;1;0;0;0
Calle Monasterios de Suso y Yuso 14c Fuencarral - El Pardo;28049;40.50206;-3.70407;497000;2023-01-27;3;2;100;0;1;1;1;0;0;0;0
Avenida de Pablo Neruda 120 Puente de Vallecas;28018;40.38164;-3.6546607;339000;2023-02-12;3;2;120;0;1;0;1;1;0;1;0
Calle de José de Cadalso 76 Latina;28044;40.377884;-3.7689538;195000;2023-04-08;2;1;64;0;1;0;1;0;0;1;0
Calle de la Toronga 31 Hortaleza;28043;40.45641;-3.6458368;695000;2023-03-21;3;3;132;0;1;1;1;0;1;1;0
Calle de Juan Pérez Zúñiga Ciudad Lineal;28027;40.442802;-3.6482038;355000;2022-04-18;2;2;95;0;1;1;1;1;0;1;0
Calle de Modesto Lafuente 41 Chamberí;28003;40.4426;-3.69602;1400000;2023-02-10;4;3;196;8;1;1;0;0;0;1;0
Calle de Oña 69 Hortaleza;28050;40.4891;-3.66411;410000;2022-05-26;4;3;133;0;1;1;1;0;0;0;0
Calle Caleruega 79 Ciudad Lineal;28033;40.48331;-3.6685;895000;2023-07-08;2;2;117;12;1;1;1;0;0;1;1
Calle Caleruega 79 Ciudad Lineal;28033;40.48331;-3.6685;706000;2023-07-09;3;2;146;10;1;1;1;0;0;0;1
Calle Caleruega 79 Ciudad Lineal;28033;40.48331;-3.6685;650000;2023-07-10;2;2;110;10;1;1;1;0;0;0;1
Calle Caleruega 79 Ciudad Lineal;28033;40.48331;-3.6685;696000;2023-07-11;3;2;146;9;1;1;1;0;0;0;1
Calle Caleruega 79 Ciudad Lineal;28033;40.48331;-3.6685;695000;2023-07-12;3;2;150;7;1;1;1;0;0;0;1
Calle Caleruega 79 Ciudad Lineal;28033;40.48331;-3.6685;690000;2023-07-12;3;2;146;8;1;1;1;0;0;0;1
Calle de Eduardo Barreiros 3c Usera;28041;40.3729;-3.69579;285000;2022-12-20;2;2;104;0;1;0;1;0;1;1;1
Calle Peso Hispano Carabanchel;28054;40.36697;-3.7440796;190000;2022-12-08;1;1;49;0;1;1;1;0;0;0;1
Calle de Juan Salas 28 Usera;28026;40.38023;-3.70859;168530;2022-12-07;3;1;80;8;0;0;1;0;0;1;0
Calle de Rueza Latina;28011;40.40369;-3.7520607;320000;2022-11-19;3;1;91;0;1;0;1;1;0;1;0
Calle Dulcinea 16 Tetuán;28020;40.44832;-3.69992;555000;2022-11-10;2;1;90;0;1;1;1;0;0;1;0
Plaza de Cieza Fuencarral - El Pardo;28034;40.48174;-3.71267;370000;2022-09-24;4;2;101;0;1;0;1;0;1;1;0
Paseo de las Delicias 55 Arganzuela;28045;40.40119;-3.69369;684000;2022-05-25;4;3;193;0;1;1;1;0;1;0;0
Calle de Isaac Peral Chamberí;28040;40.44223;-3.71882;590000;2022-04-20;4;2;109;0;1;0;1;0;0;0;0
Avenida de Menéndez Pelayo Retiro;28007;40.40672;-3.6793191;300000;2022-10-19;2;1;48;0;1;1;1;0;0;0;0
Calle de Santa Engracia Chamberí;28003;40.442627;-3.702055;875000;2022-10-07;3;2;120;0;1;1;1;0;1;1;0
Calle de Orense Tetuán;28020;40.452;-3.6950548;475000;2022-09-23;1;1;55;0;1;1;1;0;0;0;0
Calle de Julio Palacios Fuencarral - El Pardo;28029;40.483597;-3.6948495;695000;2022-10-02;3;2;140;0;1;1;1;0;0;0;1
Calle de Villavaliente Latina;28011;40.40709;-3.7503395;199000;2022-09-30;4;1;96;0;1;0;1;0;0;0;0
Avenida de Santa Eugenia Villa de Vallecas;28031;40.385777;-3.609969;335000;2022-09-30;4;2;114;0;1;1;1;1;0;0;0
Calle de Emilio Ferrari Ciudad Lineal;28017;40.432396;-3.642064;285000;2022-09-28;3;2;103;0;1;1;1;0;1;1;0
Calle de Luis Cabrera Chamartín;28002;40.443268;-3.6741579;350000;2022-09-05;1;1;62;0;1;1;1;0;0;1;1
Calle de Fray Junípero Serra 11 Tetuán;28039;40.46338;-3.70073;265000;2022-07-16;1;1;53;0;1;1;1;0;0;0;1
Calle de Sofía 64a San Blas;28022;40.42962;-3.60138;315000;2022-08-06;1;1;49;0;1;0;1;1;0;1;1
Calle Artesa de Segre Moncloa - Aravaca;28035;40.46869;-3.7286398;675000;2021-10-07;5;2;200;0;1;0;1;1;1;1;1
Calle de la Arquitectura 30 Arganzuela;28005;40.39861;-3.70184;139000;2020-07-22;1;1;31;0;0;1;1;0;0;0;0
C. de Jesús Aprendiz 19  Retiro;28007;40.40957;-3.67099;1400000;2023-07-12;5;2;261;9;1;1;1;0;0;1;1
Calle de Chantada 26 Fuencarral - El Pardo;28029;40.47315;-3.71116;275000;2021-08-10;3;1;72;0;1;1;0;0;0;1;0
Avenida de Abrantes 46 Carabanchel;28025;40.38139;-3.7277124;185000;2023-07-11;3;1;75;0;0;1;1;0;0;1;0
Calle de Rosario Romero 23 Tetuán;28029;40.46989;-3.69769;400000;2023-07-11;3;2;103;7;1;1;0;0;0;0;0
Calle de la Encomienda de Palacios 298 Moratalaz;28030;40.396732;-3.6364481;198000;2023-06-23;4;2;80;0;0;1;1;0;1;1;0
Calle del Mar de Aral Hortaleza;28033;40.47441;-3.6433;202000;2023-07-10;3;1;90;0;1;0;1;0;0;1;0
Calle del Mesón de Paredes 51 Centro;28012;40.40904;-3.7032769;139600;2023-07-10;1;1;27;0;0;1;1;0;0;0;0
Calle Cerro del Murmullo Villa de Vallecas;28051;40.364445;-3.5834174;178000;2023-02-06;1;2;80;0;1;1;0;1;0;1;1
Plaza de San Miguel 7 Centro;28005;40.41528;-3.70943;290000;2022-08-03;2;1;58;6;1;0;0;0;1;0;0
Calle Angosta 4 Villaverde;28021;40.34436;-3.7115624;127000;2023-06-16;3;1;68;0;0;1;1;0;1;1;0
Calle Antonio Romero 12 Carabanchel;28025;40.37372;-3.73096;320000;2023-07-07;3;2;127;7;1;1;0;0;0;1;0
Calle de Puentelarra . Villa de Vallecas;28031;40.38188;-3.610448;180000;2023-07-06;3;1;71;8;0;1;1;0;0;1;0
Calle de Sebastián Herrera 19 Arganzuela;28012;40.40402;-3.69929;570000;2023-07-05;2;3;127;3;1;1;1;0;0;0;0
Calle de Max Aub 5 Chamberí;28003;40.443626;-3.713327;1375000;2023-07-05;5;4;240;0;0;1;1;0;1;1;0
Calle de Roncesvalles 3 Retiro;28007;40.4083;-3.67776;539000;2023-07-03;3;2;113;6;1;1;1;0;0;0;0
Paseo de Tierra Melide Fuencarral - El Pardo;28050;40.508446;-3.6654398;462000;2023-07-04;2;2;102;9;1;1;1;0;0;1;0
Calle Los Mesejo Retiro;28007;40.399338;-3.6700163;450000;2023-07-03;4;2;145;7;1;0;1;0;0;1;0
Arganzuela;28045;40.39808;-3.686756;450000;2023-07-03;2;2;123;10;1;1;0;0;0;0;0
Calle del Parque Eugenia de Montijo 10 Carabanchel;28047;40.378365;-3.7535338;219000;2023-07-03;3;1;77;0;1;0;0;0;0;1;0
Calle de Fernando Garrido 7 Chamberí;28015;40.43347;-3.7093005;362000;2023-07-03;2;1;60;0;0;1;1;0;0;0;0
Calle del Doctor Castelo 16 Retiro;28009;40.42035;-3.677435;950000;2023-06-29;3;2;111;0;0;1;1;0;1;1;0
Godella 91 Villaverde;28021;40.342205;-3.6879027;100000;2023-06-12;2;1;59;7;0;1;1;0;0;0;0
Calle de Siena 72 Ciudad Lineal;28027;40.43342;-3.64982;230000;2023-06-29;3;1;74;9;1;0;1;0;0;0;0
Calle de Villasandino 10 Latina;28011;40.40744;-3.7495713;195000;2023-06-21;3;1;74;8;0;0;1;0;0;1;0
Calle de Florencio García S/n Ciudad Lineal;28027;40.440617;-3.641983;270000;2023-06-14;2;1;77;8;0;0;1;0;0;1;0
Calle de la Vereda del Carmen S/n Ciudad Lineal;28017;40.430344;-3.650416;206910;2023-06-14;2;1;65;6;0;1;1;0;1;0;0
Calle de Mejorana 39 Puente de Vallecas;28053;40.384003;-3.6729188;155000;2023-06-02;3;1;79;8;0;1;1;0;1;0;0
Calle de Arriaza 8 Moncloa - Aravaca;28008;40.421246;-3.715686;256000;2023-06-19;2;1;32;0;0;1;1;0;0;0;0
Calle de Carlos Martín Álvarez 71 Puente de Vallecas;28018;40.38604;-3.6660275;129000;2023-06-09;2;1;74;0;0;1;0;0;0;1;0
Calle Santillana del Mar 13 Puente de Vallecas;28038;40.39052;-3.645674;152000;2023-06-14;2;1;52;0;0;1;1;0;0;0;0
Ronda de Toledo Arganzuela;28005;40.40515;-3.7066584;520000;2023-06-04;3;2;125;6;1;1;1;0;0;0;0
Calle de la Palma 67 Centro;28015;40.4267;-3.7080934;375000;2023-04-10;3;1;60;0;0;1;1;0;0;1;0
Calle de la Infanta Mercedes 57 Tetuán;28020;40.45929;-3.6970594;545000;2023-04-05;3;2;107;0;1;1;1;1;1;1;0
Avenida de las Águilas 116 Latina;28044;40.381336;-3.781302;192000;2023-06-22;3;1;65;0;1;0;0;0;0;1;0
Calle de Juan Duque 18 Arganzuela;28005;40.41245;-3.7196512;305000;2023-06-08;3;1;92;0;0;1;1;0;0;0;0
Pasaje de Montesa 3 Barrio de Salamanca;28006;40.42897;-3.67277;619000;2023-06-21;2;2;70;0;1;1;1;0;1;0;0
Paseo de el Pardo 53 Fuencarral - El Pardo;28048;40.53051;-3.7812557;675000;2023-06-20;4;2;188;0;0;1;1;0;0;1;0
Calle de Ramón Patuel 5 Ciudad Lineal;28017;40.42865;-3.6556468;350000;2023-06-10;3;2;97;0;0;1;1;1;0;1;0
Paseo de la Dirección 326 Tetuán;28029;40.469982;-3.7041657;330000;2023-06-10;2;2;80;0;0;1;1;0;1;1;0
Calle de Andrea Puech Tetuán;28039;40.464462;-3.704851;190000;2022-10-26;1;1;40;0;0;1;1;0;0;0;0
