Latitud,Habitaciones,Baños,Superficie_m2,Ascensor,Aire_Acondicionado,Calefaccion,Parking,Balcon,Terraza,Piscina,Precio_Medio_cp,Precio
40.429188,4,5,300,1,1,1,0,1,1,0,1709528,3800000
40.42193,3,2,170,1,1,1,0,1,0,0,673599,1400000
40.43524,3,2,86,1,1,1,1,0,1,1,260568,540000
40.452446,5,3,196,1,1,1,0,1,1,0,923762,900000
40.38076,3,2,100,0,1,1,0,0,1,0,202513,200000
40.35328,3,2,98,1,1,1,0,0,1,0,212177,209000
40.39082,2,2,87,1,1,0,0,0,0,1,226302,325000
40.46695,2,1,60,0,1,1,0,0,0,0,302278,180000
40.41127,3,2,135,1,1,1,0,1,0,0,440796,725000
40.43695,1,1,75,1,0,1,1,1,1,0,260568,309500
40.458042,3,3,127,1,1,1,0,1,0,0,1134196,950000
40.417965,3,2,117,1,1,1,0,0,0,0,941621,960000
40.421192,2,1,100,1,0,1,0,0,1,0,766309,560000
40.422195,2,2,101,1,1,1,0,0,0,0,760050,1175000
40.394306,2,1,62,1,1,1,1,0,0,0,199225,169000
40.38435,1,1,40,1,1,1,0,1,1,0,152717,159500
40.50239,2,2,135,1,0,1,1,0,0,1,480497,425000
40.42012,4,3,209,0,1,1,0,1,0,0,760050,1090000
40.458164,3,3,127,1,1,1,0,1,0,0,1134196,950000
40.42706,3,2,166,1,1,1,0,1,0,0,673599,895000
40.42587,3,1,78,1,0,1,0,1,1,0,238758,205000
40.478313,1,1,50,1,1,1,0,0,1,0,347317,189000
40.380253,3,2,116,1,1,1,0,0,1,0,234693,300000
40.408794,2,1,53,1,0,0,0,1,0,0,421413,297000
40.41108,3,1,99,1,0,0,0,1,0,0,421413,450000
40.428936,3,4,145,1,1,1,0,0,0,0,1023319,1400000
40.416534,3,2,112,1,1,1,0,0,0,0,941621,749000
40.428905,3,2,225,1,1,1,0,0,1,0,673599,1290000
40.430183,3,2,89,1,1,1,1,0,0,0,280852,249000
40.393475,1,1,50,0,1,0,0,1,0,0,164928,125000
40.426743,4,1,111,1,0,1,0,0,0,0,238758,282000
40.403378,2,2,60,1,1,1,0,0,0,0,529747,359900
40.428535,3,4,184,1,1,1,0,0,0,0,1023319,1800000
40.43511,2,3,182,1,1,1,0,0,0,0,1207212,1700000
40.45076,4,6,463,1,1,1,0,1,1,0,1207212,2500000
40.44042,2,1,64,1,1,1,1,0,1,0,280852,205000
40.455627,4,4,175,1,1,1,0,0,0,0,1197915,1200000
40.44198,6,3,207,1,0,1,1,0,1,0,700100,725000
40.42376,1,1,60,1,1,0,0,0,0,0,673599,500000
40.427315,2,2,96,1,1,1,0,0,0,0,1207212,899000
40.41627,4,3,220,0,1,1,0,0,1,0,260153,795000
40.428646,1,1,71,1,1,1,0,0,0,1,280852,225000
40.464264,3,1,79,1,0,1,0,1,1,0,911651,267700
40.43207,3,3,182,1,1,1,0,0,1,0,673599,1295000
40.41801,3,3,125,1,1,1,0,0,0,0,941621,829000
40.421955,2,2,124,0,0,1,0,1,0,0,747577,885000
40.4165,4,3,324,1,0,0,0,0,1,0,760050,2500000
40.43927,4,2,96,1,0,1,0,1,1,0,603234,388531
40.451763,5,3,297,1,0,1,0,0,0,0,1197915,1600000
40.436714,4,4,325,1,1,1,0,0,1,0,1023319,3265000
40.47105,3,1,80,1,0,1,1,0,0,0,471372,316000
40.471703,2,1,80,1,1,1,0,0,0,0,457692,252000
40.441875,3,4,197,1,1,1,0,0,1,0,898889,1770000
40.43614,3,2,86,1,1,1,0,0,1,0,280852,269000
40.410892,2,1,75,1,1,0,0,1,0,0,421413,387000
40.450264,5,5,315,0,1,1,0,0,1,1,911651,2150000
40.41292,3,1,73,1,1,1,0,0,0,0,440796,549000
40.4133,3,3,147,1,1,1,0,0,1,0,440796,840000
40.37157,3,2,101,1,1,1,0,0,0,0,192864,260000
40.438755,3,1,52,1,0,1,0,0,0,0,700100,298000
40.47817,4,2,169,1,1,1,0,0,1,0,347317,550000
40.469204,5,2,175,1,1,1,0,1,1,0,1197915,610000
40.420067,3,1,95,1,1,1,0,0,1,0,529747,520900
40.422974,2,2,71,1,1,1,0,0,0,0,941621,450000
40.49175,1,1,73,1,1,1,0,0,0,1,480497,347000
40.3792,3,1,70,1,1,1,0,0,1,0,197312,164990
40.47545,4,5,365,0,0,1,0,0,1,1,733699,1049000
40.487732,4,5,300,0,1,1,0,0,1,0,733699,980000
40.49963,2,2,127,1,1,1,0,0,1,0,480497,590000
40.4265,3,2,88,1,0,1,0,0,0,0,238758,220000
40.42741,2,3,96,1,1,1,0,0,0,0,700100,899000
40.41011,3,2,145,1,1,1,0,0,0,0,529747,670000
40.362087,3,1,75,1,0,1,0,0,1,0,212177,154990
40.4579,3,3,140,1,1,1,0,0,0,0,1134196,950000
40.433956,3,2,72,0,0,1,0,1,1,0,238758,215000
40.3664,1,1,114,1,1,0,0,0,0,0,212177,254500
40.400894,3,1,95,1,0,0,0,0,1,0,421413,379000
40.410034,2,1,83,0,0,1,0,1,0,0,421413,365000
40.432377,2,1,102,1,1,1,0,0,1,0,260568,219500
40.402817,3,1,77,1,1,1,0,0,0,0,421413,380000
40.478348,3,1,83,1,1,1,0,0,0,0,347317,305000
40.43574,3,4,125,1,1,1,0,0,1,0,1207212,1400000
40.40553,3,2,125,1,1,1,1,0,0,0,421413,520000
40.46312,1,1,42,1,1,1,0,0,0,0,302278,229000
40.47309,4,2,124,1,0,1,1,0,1,0,733699,499000
40.47786,1,1,47,1,1,1,0,0,1,0,347317,175000
40.4322,3,2,120,0,1,1,0,0,1,0,238758,340000
40.458527,5,3,143,1,0,1,0,0,0,0,923762,850000
40.46602,1,1,43,1,1,0,0,0,0,0,911651,189000
40.361633,1,1,40,1,0,1,0,0,0,1,255165,187000
40.42383,3,1,93,1,1,1,0,0,0,0,260568,199800
40.493965,1,1,67,1,1,1,1,0,0,0,480497,298000
40.45737,2,2,137,1,1,1,0,0,0,0,1274253,455000
40.455116,5,4,170,1,0,1,0,0,0,0,597620,390000
40.42572,2,2,147,1,1,1,0,1,0,0,747577,1350000
40.39645,3,1,73,1,0,1,0,0,0,0,226302,245000
40.43099,3,2,132,1,1,1,0,1,0,0,1207212,1100000
40.399258,2,1,112,1,1,1,0,0,0,0,226302,345000
40.427532,5,5,301,1,1,1,1,0,1,0,766309,2980000
40.366283,2,1,135,1,1,1,1,1,1,1,212177,260000
40.366535,2,1,120,1,1,1,0,1,1,1,212177,260000
40.43393,3,3,233,1,1,1,0,0,1,0,1207212,1800000
40.433407,5,3,285,1,1,1,0,0,0,0,766309,1050000
40.40677,3,3,133,1,1,1,0,1,0,0,856046,1100000
40.42649,3,2,128,1,1,1,0,0,1,0,1207212,1195000
40.42152,3,4,283,1,1,1,0,0,1,0,941621,2695000
40.415802,4,3,158,1,0,1,0,0,1,0,941621,1150000
40.441944,4,2,160,1,1,1,0,1,0,0,898889,780000
40.460148,4,5,244,1,1,1,0,0,0,0,1134196,1725000
40.470413,2,2,68,1,1,1,0,0,0,0,471372,495000
40.40792,1,1,44,0,1,1,0,1,0,0,421413,245000
40.410686,2,2,101,0,1,1,0,1,0,0,421413,435000
40.425816,3,2,99,1,0,1,0,1,1,0,280852,280000
40.42177,3,2,236,1,0,1,0,1,0,0,747577,1100000
40.42921,2,2,70,1,1,1,0,1,0,0,1207212,619000
40.425953,3,3,87,1,1,1,0,1,0,0,747577,719000
40.423225,3,3,107,1,1,1,0,0,0,0,747577,789000
40.432735,3,3,96,1,1,1,0,0,0,0,1023319,799000
40.419277,2,2,91,1,0,1,0,0,0,0,760050,819000
40.42901,2,3,109,0,1,1,0,0,0,0,747577,899000
40.476223,1,1,76,1,0,1,0,0,1,0,347317,305000
40.374733,3,1,75,1,1,1,0,0,1,0,192864,243000
40.379963,3,1,81,1,0,1,0,0,1,0,192864,200000
40.39763,4,2,124,1,1,1,0,0,0,0,226302,390000
40.427536,2,1,57,1,0,1,0,0,0,0,238758,185000
40.394432,5,2,176,1,1,1,0,0,0,0,357857,590000
40.42308,3,3,154,1,1,1,0,1,0,0,941621,1800000
40.45085,2,2,93,1,0,1,0,0,0,0,597620,380000
40.378464,3,2,98,1,1,1,0,0,1,1,197312,395000
40.4543,6,5,254,1,1,1,0,0,1,1,911651,1195000
40.396366,2,2,97,1,1,1,0,1,1,0,226302,325000
40.408566,2,1,52,0,1,1,0,1,0,0,440796,255000
40.433537,2,1,80,0,1,1,0,0,1,0,1023319,495000
40.435474,2,2,117,1,1,1,0,0,1,0,673599,875000
40.39754,3,2,91,1,1,1,0,0,1,0,357857,305000
40.44475,1,1,45,1,0,1,0,1,1,0,898889,280250
40.403202,3,2,111,1,1,1,1,0,0,0,164928,210000
40.46278,4,2,150,1,0,1,0,1,1,0,1197915,1001148
40.39157,3,1,67,0,0,1,0,1,1,0,152717,147000
40.42607,1,1,47,0,1,0,0,0,0,0,238758,139000
40.40907,3,2,130,1,1,1,0,1,1,0,440796,399000
40.431854,4,2,141,1,0,1,0,0,1,0,260568,259000
40.430855,2,2,106,1,1,1,0,0,0,0,1207212,995000
40.41189,2,2,106,1,1,1,0,0,0,0,440796,839000
40.423805,1,1,103,1,1,1,0,0,1,0,747577,910000
40.42325,3,3,155,1,1,1,0,1,0,0,941621,1800000
40.39734,3,2,135,1,1,1,1,0,1,1,260153,338000
40.41367,3,3,102,0,1,1,0,0,1,0,856046,829000
40.465042,2,1,47,1,0,1,0,0,0,0,302278,185000
40.42328,3,3,154,0,1,1,0,0,0,0,941621,1800000
40.415024,4,1,140,1,0,1,0,1,0,0,856046,660000
40.33943,2,2,101,1,1,1,0,0,0,1,156772,255000
40.430706,2,1,123,1,1,1,1,0,1,0,280852,265000
40.415318,0,1,30,1,1,0,0,0,0,0,440796,265000
40.4345,4,3,148,1,1,1,0,0,0,0,260568,825000
40.43098,3,2,94,1,0,1,0,0,0,0,238758,277737
40.43098,2,2,102,1,0,1,0,0,0,0,238758,328040
40.393585,4,2,126,1,0,1,0,0,1,1,219078,389000
40.4096,3,2,95,1,0,1,0,0,0,0,238758,260000
40.458828,1,1,95,1,1,1,1,0,0,1,911651,259000
40.424126,2,1,46,0,1,1,0,0,0,0,260568,131000
40.428234,3,4,267,1,0,1,0,1,0,0,747577,1680000
40.42251,3,1,72,1,0,1,0,1,1,0,238758,269900
40.449978,1,1,51,1,1,1,0,0,0,0,597620,483000
40.426785,2,2,88,1,1,1,0,0,1,0,673599,595000
40.4723,4,4,282,0,0,1,0,0,1,1,1197915,950000
40.45989,3,2,113,1,1,1,0,0,1,0,911651,354500
40.411514,5,2,204,1,0,1,0,1,0,0,440796,960000
40.397026,4,2,107,1,0,1,0,1,1,0,226302,292500
40.367214,4,2,134,1,1,1,0,0,1,0,212177,339000
40.392124,4,2,95,1,0,0,0,1,1,0,226302,306000
40.38861,3,2,75,0,0,1,0,0,0,0,197312,230000
40.44051,5,3,177,0,0,1,0,1,1,0,260568,680000
40.43992,1,1,78,1,1,1,0,0,0,0,898889,485000
40.39522,3,2,89,1,0,1,0,0,0,0,226302,293600
40.3823,3,1,72,0,0,1,0,0,1,0,197312,135000
40.408913,1,1,63,1,1,1,0,0,0,0,421413,320000
40.429108,3,2,136,1,1,1,0,0,1,0,766309,950000
40.382263,4,2,117,1,0,1,0,0,1,0,192864,350000
40.44328,1,1,52,1,1,1,0,0,0,0,280852,173000
40.446022,5,4,290,0,1,1,0,0,0,1,379788,895000
40.463394,3,1,104,1,1,1,0,0,0,0,302278,260000
40.410484,3,2,100,1,1,1,0,1,0,0,440796,480000
40.438766,4,2,154,1,0,1,0,0,0,0,898889,795000
40.46124,3,3,150,1,0,1,1,0,0,0,597620,740000
40.43986,3,1,78,1,0,0,0,0,1,0,379788,262650
40.460033,3,3,130,1,1,1,0,0,1,0,1134196,950000
40.443233,2,2,92,1,1,1,1,0,1,1,280852,265000
40.442772,2,1,65,0,1,1,0,0,1,0,379788,279000
40.46281,2,3,135,0,1,0,0,0,0,0,302278,299900
40.479168,3,1,75,1,0,1,0,0,1,0,347317,290000
40.42558,3,3,190,1,1,1,0,1,1,0,747577,1525000
40.435753,3,1,139,1,1,1,0,0,0,0,673599,650000
40.44835,4,3,200,0,0,1,0,0,0,0,700100,1860000
40.41745,4,2,121,1,1,1,0,0,1,0,941621,950000
40.409523,3,2,90,1,0,1,0,0,0,0,247271,250000
40.421677,3,3,107,1,1,1,0,0,0,0,747577,789000
40.390923,2,1,72,0,1,1,0,0,1,0,226302,243000
40.432926,2,2,119,1,1,1,0,0,0,0,766309,750000
40.421494,2,1,70,1,1,0,0,1,0,0,941621,1390000
40.429302,6,2,215,1,1,1,1,0,1,0,766309,965000
40.404934,1,1,94,1,1,0,0,0,0,1,440796,330000
40.40574,2,1,78,1,1,1,0,0,0,0,421413,380000
40.39918,2,2,116,1,1,0,1,0,1,1,529747,480000
40.411404,3,2,135,1,1,1,0,1,0,0,440796,725000
40.457138,3,2,101,1,0,1,0,0,1,0,457692,349000
40.44084,4,2,134,1,0,1,0,0,0,0,898889,790000
40.394222,2,2,79,0,0,1,0,0,0,0,357857,399000
40.394222,2,2,79,0,0,1,0,0,0,0,357857,409000
40.394222,2,2,111,0,0,1,0,0,0,0,357857,429000
40.394222,2,2,88,0,0,1,0,0,0,0,357857,429000
40.394222,2,2,99,0,0,1,0,0,0,0,357857,379000
40.394222,2,2,98,0,0,1,0,0,0,0,357857,399000
40.394222,1,1,62,0,0,1,0,0,0,0,357857,259000
40.394222,2,2,82,0,0,1,0,0,0,0,357857,349000
40.394222,2,2,84,0,0,1,0,0,0,0,357857,429000
40.42249,3,3,115,1,1,1,0,0,0,0,747577,859000
40.389767,2,2,78,1,1,1,1,0,0,1,226302,275000
40.434124,5,5,275,1,1,1,0,0,1,0,1023319,2690000
40.42397,1,1,55,1,1,1,0,0,0,0,747577,469000
40.424236,2,3,104,1,1,1,0,0,0,0,1709528,849000
40.4405,4,2,171,1,0,1,0,0,0,0,898889,725000
40.386513,3,1,70,0,1,1,0,0,0,0,202513,149999
40.431248,3,3,88,1,1,1,0,0,0,0,1023319,799000
40.42123,5,5,135,1,1,1,0,0,0,0,747577,859000
40.43964,4,2,236,1,1,1,1,0,1,0,700100,1400000
40.415684,1,1,94,1,1,1,0,0,0,0,440796,550000
40.4078,3,1,65,0,0,0,0,0,0,0,259011,155000
40.444016,6,3,305,0,1,1,0,1,1,1,379788,796000
40.35802,4,3,187,1,1,1,0,0,0,0,156772,315000
40.457275,4,2,96,1,1,1,1,0,1,0,597620,420000
40.432278,7,7,145,1,1,1,0,0,0,0,1207212,1290000
40.44383,2,1,107,1,1,1,0,0,1,1,280852,350000
40.440136,3,2,105,1,0,1,0,0,0,0,700100,390000
40.414967,4,1,140,1,0,1,0,1,0,0,856046,670000
40.41031,4,2,140,1,0,0,0,1,1,0,440796,485000
40.41676,3,3,102,1,1,1,0,1,0,0,856046,829000
40.458626,3,2,102,1,1,1,0,0,1,0,911651,454000
40.42762,2,2,50,0,1,1,0,0,0,0,766309,295000
40.450306,2,2,115,1,1,1,1,0,0,0,597620,449000
40.42095,5,5,135,0,1,1,0,0,0,0,747577,859000
40.470535,3,3,152,1,1,1,1,0,0,1,347317,495000
40.350735,3,1,85,0,1,0,0,0,1,0,156772,140000
40.424023,3,3,115,1,1,1,0,0,0,0,747577,859000
40.48484,4,2,145,1,1,1,0,0,0,0,347317,570000
40.484756,4,2,145,1,1,1,0,0,0,0,347317,530000
40.40713,1,1,33,1,0,0,0,0,0,0,440796,190000
40.42465,2,1,70,1,1,0,1,0,1,0,673599,575500
40.46241,4,2,140,1,1,1,0,1,1,1,911651,990000
40.379757,4,2,160,1,1,1,0,0,1,0,234693,395000
40.42844,1,1,66,1,1,1,0,0,0,0,1709528,395000
40.417076,3,3,125,1,1,1,0,0,0,0,941621,829000
40.443844,2,2,82,1,1,1,0,0,0,0,898889,525000
40.405254,4,2,106,1,1,1,0,0,1,0,440796,460000
40.43266,5,3,194,1,1,1,0,1,1,0,673599,840000
40.455803,2,2,150,0,1,1,0,1,1,0,923762,750000
40.414017,1,1,66,1,1,1,0,0,0,0,421413,375000
40.402126,3,1,88,1,1,1,0,0,1,0,421413,320000
40.471962,2,1,126,1,1,1,1,0,0,0,347317,385000
40.377953,2,1,82,1,1,1,0,0,1,0,219078,199900
40.389366,3,1,62,1,0,1,0,0,1,0,219078,199000
40.45789,3,3,185,1,1,1,0,0,1,0,1134196,1449000
40.370163,2,2,109,1,1,1,0,0,0,0,212177,290000
40.37715,3,1,100,1,1,1,0,0,1,0,192864,210000
40.39579,4,2,107,1,0,1,0,0,1,0,226302,292500
40.370384,3,1,71,1,1,1,0,0,0,0,192864,149000
40.377876,3,2,147,1,1,1,0,1,0,1,197312,280000
40.388065,2,1,70,0,0,1,0,1,1,0,152717,155000
40.49972,2,2,127,1,1,1,0,0,0,1,480497,585000
40.432095,3,2,101,1,0,1,0,0,0,0,766309,535000
40.444473,3,2,92,1,0,1,0,1,1,0,700100,395000
40.34076,3,1,75,0,0,1,0,0,0,0,156772,129000
40.407745,3,1,76,0,0,1,0,0,1,0,259011,199000
40.39799,3,2,141,0,0,0,0,0,0,0,226302,445000
40.4279,5,5,301,1,1,1,0,0,1,0,766309,2980000
40.469746,3,1,66,1,0,1,0,0,0,0,471372,206000
40.435463,2,1,57,1,1,1,0,1,0,0,673599,485000
40.423206,3,2,110,1,1,0,0,0,1,0,766309,610000
40.41061,4,1,97,1,1,0,0,0,1,0,421413,370000
40.400387,3,3,135,1,1,1,1,0,0,1,260153,355000
40.39261,2,1,50,0,0,1,0,0,0,0,164928,109250
40.42922,2,1,62,0,1,1,0,0,0,1,260568,135000
40.407375,1,1,44,1,1,0,0,1,1,0,421413,245000
40.432186,3,2,117,1,1,1,0,0,1,0,766309,720000
40.444542,3,2,152,1,1,1,0,0,0,0,898889,825000
40.486767,4,2,139,1,1,1,1,0,0,1,480497,570000
40.440403,3,1,54,1,0,1,0,0,1,0,898889,258000
40.425053,3,3,180,1,1,1,0,0,0,0,747577,1290000
40.39345,3,1,53,1,1,0,0,0,0,0,357857,312000
40.41725,4,2,117,1,1,1,1,0,0,0,941621,675000
40.38023,2,1,94,0,0,1,0,0,0,0,202513,102000
40.43374,1,1,57,0,1,1,0,0,0,0,238758,92000
40.470577,3,3,148,1,1,1,1,0,0,1,347317,425000
40.415607,2,1,54,0,1,1,0,0,0,0,856046,280000
40.392143,3,2,126,0,1,0,0,1,1,0,226302,260000
40.393707,3,1,84,0,1,1,0,1,1,0,226302,245000
40.445736,2,1,82,0,0,1,0,0,1,0,280852,165000
40.46024,2,1,60,0,0,1,0,1,1,0,911651,170000
40.481586,4,2,135,1,0,1,1,1,1,1,733699,455000
40.476406,2,1,59,1,1,0,0,0,0,0,347317,225000
40.37704,3,1,77,0,1,1,0,0,1,0,234693,167260
40.42574,3,2,111,1,0,1,0,0,0,0,673599,569000
40.43431,3,3,149,1,1,1,0,1,1,0,603234,1650000
40.38769,3,1,81,0,1,1,0,0,1,0,226302,200000
40.42799,4,2,105,0,0,1,0,0,0,0,260568,200000
40.42896,2,2,70,1,1,1,0,0,1,0,1207212,619000
40.436714,1,1,65,1,1,1,0,0,0,0,603234,415000
40.363995,2,2,105,1,0,1,0,1,1,1,314346,314995
40.41299,1,1,70,1,1,1,0,0,0,0,421413,280000
40.403637,3,2,93,1,0,1,0,1,1,0,247271,283000
40.419106,4,5,180,1,1,1,0,0,0,0,760050,1800000
40.4028,3,1,95,1,0,0,0,1,1,0,357857,379000
40.425602,1,2,101,0,1,1,0,0,0,0,747577,575000
40.39906,1,1,60,1,0,1,0,0,1,0,382726,225000
40.4787,4,2,135,1,1,1,0,0,0,0,471372,700000
40.471687,3,1,63,0,0,1,0,0,1,0,911651,215000
40.43137,3,2,117,1,1,1,0,0,1,0,1207212,985000
40.425343,3,3,116,1,1,1,0,0,1,0,673599,899000
40.42552,3,3,110,1,1,1,0,0,1,0,673599,839000
40.43805,4,4,295,1,0,1,0,0,0,0,898889,2000000
40.437443,3,1,70,0,1,1,0,0,1,0,280852,225000
40.390835,2,1,72,1,1,1,1,0,1,0,226302,243000
40.499386,3,2,160,1,1,1,1,0,1,1,480497,725000
40.42794,3,4,267,1,1,1,0,1,0,0,747577,1680000
40.41906,2,2,118,1,1,1,0,1,0,0,760050,889000
40.436275,4,5,267,1,1,1,0,1,0,0,1207212,3200000
40.45752,2,3,154,1,0,1,0,0,0,0,1197915,950000
40.399757,2,1,65,1,1,1,0,0,0,0,164928,154000
40.470543,2,1,62,0,1,1,0,0,1,0,457692,170000
40.426815,2,2,70,1,1,0,0,0,1,0,1207212,619000
40.41964,3,2,123,1,1,1,0,1,0,0,941621,869000
40.37887,2,1,63,1,0,1,0,1,0,0,255165,179000
40.42968,3,2,153,1,1,1,0,0,0,0,766309,895000
40.424534,3,2,91,1,1,1,0,0,0,0,1709528,1290000
40.402344,2,1,95,1,1,0,0,0,1,0,357857,595000
40.38233,3,2,86,0,1,1,0,1,1,0,152717,160000
40.40912,2,2,106,1,1,1,0,1,0,0,440796,729000
40.410557,2,2,106,1,1,1,0,1,0,0,440796,839000
40.39535,2,2,97,1,1,0,0,1,0,0,226302,325000
40.424686,2,1,62,1,1,1,1,0,1,0,673599,575500
40.445236,5,5,145,1,1,1,0,0,0,0,898889,740000
40.42171,4,5,269,1,1,1,0,0,0,0,1709528,3850000
40.501404,3,2,112,1,1,1,1,0,0,1,480497,498000
40.396652,3,2,113,1,1,1,0,0,0,0,260153,380000
40.454704,3,2,97,1,1,1,0,0,0,0,457692,405000
40.41583,4,3,158,1,1,1,0,0,1,0,941621,1150000
40.455776,3,1,80,1,1,1,0,0,0,0,457692,349000
40.445457,1,1,68,1,1,1,0,0,1,0,280852,295000
40.424816,2,1,70,1,1,1,0,0,1,0,673599,575500
40.49955,2,2,110,1,1,1,0,0,0,0,480497,490000
40.39744,4,2,124,1,1,1,0,0,1,0,226302,390000
40.402225,3,1,77,1,0,0,0,1,0,0,357857,279000
40.42328,3,4,133,0,1,1,0,0,0,0,1207212,1300000
40.436897,1,1,74,1,1,1,0,0,0,0,1023319,450000
40.423134,3,3,154,1,0,0,0,1,1,0,941621,1800000
40.38283,4,1,101,0,1,1,0,0,1,0,202513,219900
40.402218,2,1,68,1,1,0,0,0,0,0,226302,267500
40.42876,5,3,172,1,1,1,0,0,1,0,673599,1020000
40.456333,3,1,90,1,0,0,0,1,0,0,457692,330000
40.445724,2,1,82,0,0,1,0,0,1,0,280852,165000
40.42409,3,3,104,1,1,1,0,1,0,0,747577,890000
40.430485,2,2,106,1,1,1,0,0,0,0,1207212,995000
40.4313,4,2,170,1,1,0,0,0,0,0,673599,720000
40.3843,4,2,175,1,1,1,1,0,1,0,234693,599000
40.45801,3,3,120,1,1,0,0,0,0,0,1134196,950000
40.40191,3,1,79,0,0,1,0,1,1,0,247271,179598
40.381466,1,1,63,1,1,1,0,1,0,1,234693,230000
40.42587,3,1,85,1,0,0,0,0,1,0,238758,229000
40.473545,3,2,150,1,0,1,0,0,1,0,1134196,649000
40.40712,3,2,81,1,0,1,0,1,1,0,529747,389000
40.42994,2,1,48,1,1,0,0,0,0,0,260568,178500
40.421654,4,5,269,1,1,1,0,1,0,0,1709528,3850000
40.39836,2,1,40,0,1,1,0,0,0,0,357857,165000
40.41274,0,1,40,0,1,1,0,0,1,0,440796,170000
40.40734,2,1,58,0,1,1,0,0,1,0,440796,245000
40.425457,3,3,167,1,1,1,0,1,1,0,1709528,1850000
40.42114,1,1,65,1,1,1,0,0,1,0,747577,520000
40.453804,1,1,44,0,0,1,0,0,0,0,923762,245000
40.439186,1,1,40,1,0,1,0,0,0,0,898889,275000
40.412354,2,2,60,0,1,1,0,0,0,0,856046,420000
40.432503,2,2,113,1,1,1,0,0,1,0,1023319,940000
40.43913,3,2,161,1,1,1,0,0,0,0,1207212,1050000
40.40998,1,1,65,1,1,1,0,0,1,0,421413,320000
40.42544,1,1,48,1,1,1,0,0,1,0,766309,415000
40.42239,4,2,102,1,1,1,0,1,0,0,747577,460000
40.39157,3,1,74,0,0,1,0,0,1,0,152717,132668
40.418625,2,1,76,1,1,1,0,1,0,0,941621,545000
40.41005,3,4,146,1,0,0,0,0,0,0,856046,1300000
40.39068,2,2,87,1,1,1,0,0,0,0,226302,309000
40.478443,3,1,90,1,0,0,0,0,1,0,347317,285000
40.47804,3,2,125,1,1,1,0,0,0,1,1197915,650000
40.410904,4,3,149,1,1,0,0,1,0,0,247271,340000
40.395687,4,2,107,1,1,0,0,1,1,0,226302,292500
40.449646,1,1,81,1,0,1,0,1,0,0,302278,290000
40.385307,2,2,135,1,1,1,1,1,1,1,202513,595000
40.39728,3,1,95,1,0,1,0,0,1,0,199225,240000
40.430836,3,1,86,0,0,1,0,1,1,0,238758,230000
40.36706,1,1,65,1,1,1,0,0,0,1,212177,225000
40.409786,2,1,65,0,1,1,0,0,1,0,260153,165000
40.429775,2,2,97,1,1,1,0,0,0,0,1023319,790000
40.43832,3,1,75,1,0,1,0,0,1,0,379788,262650
40.397682,2,1,60,0,1,1,0,0,0,0,247271,172000
40.469658,3,3,152,1,1,1,0,0,1,1,347317,502000
40.429512,1,2,86,1,1,1,0,0,1,0,1709528,850000
40.380733,1,1,64,1,1,1,1,0,0,1,234693,205000
40.41084,3,3,141,1,1,1,0,1,0,0,421413,620000
40.422436,2,2,100,1,1,1,0,0,0,0,747577,1450000
40.43909,2,1,62,1,0,1,0,0,0,0,898889,340000
40.42395,3,2,88,1,1,1,1,0,0,0,280852,360000
40.44606,4,5,245,1,1,1,0,0,0,0,898889,1500000
40.43315,2,2,143,1,1,1,0,0,1,0,1207212,950000
40.415405,2,2,127,1,0,1,0,0,0,1,259011,485000
40.42915,2,3,122,1,1,1,1,0,1,0,1709528,1650000
40.37494,2,1,98,1,0,0,0,0,0,0,197312,222000
40.43555,3,2,110,1,1,1,1,0,0,1,260568,425000
40.40153,4,1,95,1,0,1,0,0,0,0,421413,379990
40.35251,2,1,65,0,1,1,0,0,0,0,156772,105000
40.39607,3,1,78,0,1,0,0,0,0,0,219078,159700
40.374176,3,2,97,1,1,1,0,0,0,0,197312,280000
40.496998,3,2,106,1,0,0,0,0,0,1,480497,479000
40.45829,3,3,201,1,1,0,0,1,1,0,1134196,1449000
40.389313,3,1,75,1,1,0,0,0,1,0,197312,175000
40.419243,2,2,113,1,1,1,0,0,0,0,941621,940000
40.424034,5,5,152,1,1,1,0,1,1,0,747577,859000
40.381836,1,1,43,1,1,0,0,1,0,0,197312,166950
40.416103,3,3,136,1,1,1,0,0,1,0,440796,999000
40.428524,3,3,101,1,1,1,0,0,0,0,747577,779000
40.4288,2,3,109,1,1,1,0,0,0,0,747577,899000
40.496555,2,2,90,1,1,1,1,0,0,1,480497,420000
40.421604,2,1,98,1,1,1,0,0,0,0,747577,600000
40.410564,2,2,94,0,1,0,0,1,0,0,440796,415000
40.354515,4,2,107,1,1,1,1,0,0,1,156772,274500
40.409187,3,2,113,1,1,1,0,1,0,0,421413,680000
40.41442,3,4,250,1,1,1,0,0,0,0,856046,3050000
40.45386,6,3,257,0,1,1,0,0,1,1,457692,1280000
40.408707,1,1,61,1,1,1,0,0,0,0,421413,335000
40.484573,4,3,144,1,1,1,0,0,1,0,347317,620000
40.44819,1,1,45,1,1,0,0,0,0,0,597620,320000
40.385517,2,1,65,0,1,1,0,0,1,0,166500,165000
40.4389,3,1,110,1,1,0,0,0,1,0,898889,745000
40.37164,2,2,71,1,1,1,1,0,1,1,314346,420000
40.473206,5,5,398,1,1,1,0,1,0,0,1134196,3600000
40.433167,3,3,108,1,1,1,0,0,0,0,766309,485000
40.38764,3,1,94,0,1,1,0,1,1,0,202513,180000
40.414642,5,3,230,1,1,1,0,0,0,0,856046,1550000
